number,name,link,image,position,club,birthplace,height,mv,age
,Cagan Atik,861415,https://img.a.transfermarkt.technology/portrait/big/861415-1632857116.png,Centre-Forward,,Adana,177,,21
,Remzi Kizilsimsek,8692,https://img.a.transfermarkt.technology/portrait/big/8692-1464979219.jpg,Left-Back,,Adana,173,,40
,Yücel Gürol,869966,https://img.a.transfermarkt.technology/portrait/big/869966-1618142838.jpeg,Left-Back,Adana Demirspor U19,Adana,,,17
70,Mehmet Batuhan Boz,874123,https://img.a.transfermarkt.technology/portrait/big/874123-1661623855.png,Right Winger,24 Erzincanspor,Adana,170,,18
96,Mehmet Albayrak,876660,https://img.a.transfermarkt.technology/portrait/big/876660-1660134549.jpeg,Centre-Back,Sivasspor,Adana,,50000,18
,Sergen Kiradi,882569,https://img.a.transfermarkt.technology/portrait/big/882569-1618143093.jpeg,Central Midfield,Adana Demirspor U19,Adana,,,17
1,Efehan Kaptan,891549,https://img.a.transfermarkt.technology/portrait/big/891549-1643571438.png,Goalkeeper,Eskisehirspor,Adana,186,50000,19
19,Okan Salmaz,91143,https://img.a.transfermarkt.technology/portrait/big/91143-1581689673.jpg,Right Winger,Erbaaspor,Adana,174,,30
,Halil Cihan Ünal,91155,https://img.a.transfermarkt.technology/portrait/big/91155-1470731629.jpg,Central Midfield,,Adana,181,,38
33,Emircan Kaya,935892,https://img.a.transfermarkt.technology/portrait/big/935892-1655961854.jpg,Right-Back,Ceyhan Spor,Adana,175,,19
,Abdurrahman Balur,948336,https://img.a.transfermarkt.technology/portrait/big/948336-1634850944.jpg,midfield,Esmekaya Sultanhani Spor,Adana,,,21
,Furkan Yasin Cevik,950770,https://img.a.transfermarkt.technology/portrait/big/950770-1659264890.png,Goalkeeper,Cankaya FK,Adana,187,25000,20
83,Abbas Demir,956450,https://img.a.transfermarkt.technology/portrait/big/956450-1661884578.png,Right-Back,Bayrampasa Spor,Adana,,,20
,Enes Erdem,956459,https://img.a.transfermarkt.technology/portrait/big/956459-1642687350.jpeg,Centre-Forward,Adana Demirspor U19,Adana,175,,18
78,Mahmut Ender Yilmaz,956460,https://img.a.transfermarkt.technology/portrait/big/956460-1661884824.png,Central Midfield,Bayrampasa Spor,Adana,170,,19
20,Metehan Özden,959590,https://img.a.transfermarkt.technology/portrait/big/959590-1639600642.jpg,Centre-Forward,Ceyhan Spor,Adana,180,,17
50,Sinan Can Ardic,959591,https://img.a.transfermarkt.technology/portrait/big/959591-1639600087.png,Centre-Back,Ceyhan Spor,Adana,180,,18
,Fikret Avcu,96535,https://img.a.transfermarkt.technology/portrait/big/96535-1601821666.jpeg,Defender,,Adana,,,38
,Mehmet Ferdi Arabaci,969083,https://img.a.transfermarkt.technology/portrait/big/969083-1640559123.jpg,midfield,,Adana,,,33
87,Yusuf Nas,973418,https://img.a.transfermarkt.technology/portrait/big/973418-1642797099.jpg,Left Winger,Ceyhan Spor,Adana,178,,19
96,Sergen Akyel,973419,https://img.a.transfermarkt.technology/portrait/big/973419-1642791566.jpg,Central Midfield,Ceyhan Spor,Adana,177,,18
63,Mehmet Emin Ikiz,973425,https://img.a.transfermarkt.technology/portrait/big/973425-1642795582.jpg,Right-Back,Ceyhan Spor,Adana,172,,18
76,Metin Berke Altinisik,973426,https://img.a.transfermarkt.technology/portrait/big/973426-1642796105.jpg,Right Winger,Ceyhan Spor,Adana,180,,19
56,Zafer Nas,975868,https://img.a.transfermarkt.technology/portrait/big/975868-1642946921.jpg,Central Midfield,Ceyhan Spor,Adana,178,,17
15,Mustafa Mesutoglu,979171,https://img.a.transfermarkt.technology/portrait/big/979171-1663792013.jpg,Left Winger,Karaman FK,Adana,178,,17
73,Izzet Onat Tarim,996644,https://img.a.transfermarkt.technology/portrait/big/996644-1647893393.jpg,Left Winger,Ceyhan Spor,Adana,183,,20
6,Ogulcan Inanc,997924,https://img.a.transfermarkt.technology/portrait/big/997924-1661551028.png,Defensive Midfield,Usak Spor,Adana,,,19
,Alperen Kuzu,38557,https://img.a.transfermarkt.technology/portrait/big/B_H_s_38557_2006_1.jpg,Right-Back,FC Sparta Bremerhaven,Adana,178,,
,Timucin Bayazit,22962,https://img.a.transfermarkt.technology/portrait/big/d_w_s_22962_2006_1.jpg,Left Midfield,,Adana,,,49
,Savas Bahadir,17383,https://img.a.transfermarkt.technology/portrait/big/M_c_s_17383_2006_1.jpg,Centre-Back,,Adana,180,,45
,Hüseyin Düz,144622,https://img.a.transfermarkt.technology/portrait/big/s_144622_11933_2010_1.jpg,Left Winger,,Adana,180,,34
,Mehmet Ali Tunc,18546,https://img.a.transfermarkt.technology/portrait/big/s_18546_6890_2009_1.jpg,Goalkeeper,,Adana,183,,41
,Taner Gülleri,34968,https://img.a.transfermarkt.technology/portrait/big/s_34968_6890_2009_1.jpg,Centre-Forward,,Adana,185,,46
,Bülent Bölükbasi,7281,https://img.a.transfermarkt.technology/portrait/big/s_7281_6_2010_1.jpg,Central Midfield,,Adana,174,,46
,Serdar Yilmaz,100019,https://img.a.transfermarkt.technology/portrait/big/100019-1586018902.jpg,Goalkeeper,,Adıyaman,,,42
17,Abuzer Gaffar Toplu,138425,https://img.a.transfermarkt.technology/portrait/big/138425-1593811144.jpg,Centre-Forward,Yeni Mersin Idmanyurdu,Adıyaman,186,,31
,Abuzer Sahin,144612,https://img.a.transfermarkt.technology/portrait/big/144612-1589117278.jpg,Centre-Forward,,Adıyaman,169,,39
,Tayfun Keles,169727,https://img.a.transfermarkt.technology/portrait/big/169727-1552493602.jpg,midfield,,Adıyaman,,,37
,Ugur Delibas,185791,https://img.a.transfermarkt.technology/portrait/big/185791-1475004163.jpg,midfield,,Adıyaman,,,29
,Serdar Deniz,185915,https://img.a.transfermarkt.technology/portrait/big/185915-1464278077.jpg,Attacking Midfield,Bornova Yesilova Spor,Adıyaman,,,32
,Eyüp Ridvan Karakas,186036,https://img.a.transfermarkt.technology/portrait/big/186036-1535734390.jpg,Second Striker,,Adıyaman,,,31
,Halil Ibrahim Can,200767,https://img.a.transfermarkt.technology/portrait/big/200767-1473413496.jpg,Defensive Midfield,,Adıyaman,,,31
,Tugay Komsu,209788,https://img.a.transfermarkt.technology/portrait/big/209788-1466941528.jpg,Right Winger,Sandiklispor,Adıyaman,172,,30
99,Fuat Gölbasi,229807,https://img.a.transfermarkt.technology/portrait/big/229807-1536258723.jpg,Centre-Forward,Bucaspor 1928 ,Adıyaman,,125000,30
,Mahmut Metin,237294,https://img.a.transfermarkt.technology/portrait/big/237294-1582385378.jpeg,Left Winger,Idmanyurdu 1925 Spor,Adıyaman,,,28
,Vakkas Kör,244788,https://img.a.transfermarkt.technology/portrait/big/244788-1468960392.jpg,Right-Back,Nizipspor,Adıyaman,,,33
3,Samet Acar,248097,https://img.a.transfermarkt.technology/portrait/big/248097-1566332719.jpg,Left-Back,Gümüshanespor,Adıyaman,,,26
,Ibrahim Halil Keser,270456,https://img.a.transfermarkt.technology/portrait/big/270456-1552516974.jpg,Left Winger,Nizipspor,Adıyaman,178,,25
8,Muhammed Akarslan,282553,https://img.a.transfermarkt.technology/portrait/big/282553-1611354773.jpg,Central Midfield,Pendikspor,Adıyaman,174,150000,27
,Imam Almas,291441,https://img.a.transfermarkt.technology/portrait/big/291441-1497181919.jpeg,Centre-Back,Erdemli Belediyespor,Adıyaman,,,30
,Ömer Inan,295049,https://img.a.transfermarkt.technology/portrait/big/295049-1462744886.jpg,Left-Back,Sivas Belediye Spor,Adıyaman,,100000,28
,Musa Akarslan,315240,https://img.a.transfermarkt.technology/portrait/big/315240-1647205788.png,Right-Back,Vefaspor,Adıyaman,183,,24
,Yunus Emre Cabuker,323662,https://img.a.transfermarkt.technology/portrait/big/323662-1536002598.jpg,Left-Back,Nilüfer Belediye FK,Adıyaman,,,27
,Emrah Yücetas,340368,https://img.a.transfermarkt.technology/portrait/big/340368-1466943553.jpg,Left-Back,,Adıyaman,,,33
,Erkan Sancar,341543,https://img.a.transfermarkt.technology/portrait/big/341543-1463776739.jpg,Left Winger,,Adıyaman,178,,26
8,Osman Isikli,355605,https://img.a.transfermarkt.technology/portrait/big/355605-1537030199.jpg,Defensive Midfield,Batman Petrolspor,Adıyaman,177,75000,26
,Muhammet Fatih Öztekin,373258,https://img.a.transfermarkt.technology/portrait/big/373258-1538225913.png,Right-Back,,Adıyaman,183,50000,27
14,Fatih Dalgic,379155,https://img.a.transfermarkt.technology/portrait/big/379155-1608981951.jpg,Right Winger,Karaköprü Belediye Spor,Adıyaman,,,29
11,Salih Polatdemir,388208,https://img.a.transfermarkt.technology/portrait/big/388208-1466964538.jpg,Central Midfield,Elazigspor,Adıyaman,180,,24
,Musa Öztürk,394730,https://img.a.transfermarkt.technology/portrait/big/394730-1652046517.jpg,attack,Kahta 02 Spor,Adıyaman,,,25
21,Fatih Gürden,435130,https://img.a.transfermarkt.technology/portrait/big/435130-1567805548.jpg,Defensive Midfield,Malatya Arguvan Spor Kulübü,Adıyaman,180,50000,23
,Hasan Kaya,454964,https://img.a.transfermarkt.technology/portrait/big/454964-1495400005.jpg,Centre-Back,Suvermez Kapadokya Spor,Adıyaman,,,25
,Sait Üzümcü,462975,https://img.a.transfermarkt.technology/portrait/big/462975-1552993456.jpg,Centre-Forward,Kahramanmaras Istiklal Spor,Adıyaman,,,21
,Ahmet Ayhan,464673,https://img.a.transfermarkt.technology/portrait/big/464673-1604687238.jpg,Left-Back,,Adıyaman,174,,25
4,Deniz Solmaz,546001,https://img.a.transfermarkt.technology/portrait/big/546001-1591302126.png,Centre-Back,Kahramanmarasspor,Adıyaman,183,50000,23
,Mehmet Ali Yakisik,58850,https://img.a.transfermarkt.technology/portrait/big/58850-1647185440.png,Centre-Back,,Adıyaman,183,,39
17,Hüseyin Ekici,596528,https://img.a.transfermarkt.technology/portrait/big/596528-1567805825.jpg,Left Winger,Yeni Malatyaspor,Adıyaman,,50000,22
,Mustafa Caglayan,617234,https://img.a.transfermarkt.technology/portrait/big/617234-1660819759.jpg,Centre-Back,Adiyaman FK,Adıyaman,185,75000,22
6,Ömer Faruk Yücel,631936,https://img.a.transfermarkt.technology/portrait/big/631936-1583964709.png,Central Midfield,GMG Kastamonuspor ,Adıyaman,185,100000,22
,Irfan Yavuz,651873,https://img.a.transfermarkt.technology/portrait/big/651873-1612464458.jpg,Right Midfield,Adiyamanspor,Adıyaman,,,21
,Sahin Karakas,669442,https://img.a.transfermarkt.technology/portrait/big/669442-1652538694.png,Centre-Forward,Adana 1954 FK,Adıyaman,190,,22
,Ömer Uluer,672043,https://img.a.transfermarkt.technology/portrait/big/672043-1607453120.jpg,Defensive Midfield,Mersin 33 FK,Adıyaman,183,,24
,Mehmet Öztürk,672723,https://img.a.transfermarkt.technology/portrait/big/672723-1569523743.jpg,Goalkeeper,Karamürselspor,Adıyaman,,,31
48,Mehmet Ali Akin,700265,https://img.a.transfermarkt.technology/portrait/big/700265-1662055975.png,Attacking Midfield,Büyükcekmece Tepecik Spor,Adıyaman,170,25000,20
,Abidin Fikirli,701554,https://img.a.transfermarkt.technology/portrait/big/701554-1582060918.jpg,Right Midfield,Araban Belediye Spor,Adıyaman,,,36
5,Serdar Asuk,701593,https://img.a.transfermarkt.technology/portrait/big/701593-1605968521.jpg,Central Midfield,Kahta 02 Spor,Adıyaman,175,,30
,Erkan Nazli,701596,https://img.a.transfermarkt.technology/portrait/big/701596-1606842265.jpg,Centre-Back,,Adıyaman,187,,24
66,Siyar Eroglu,701597,https://img.a.transfermarkt.technology/portrait/big/701597-1661949888.png,Attacking Midfield,Nigde Anadolu FK,Adıyaman,175,,22
,Ahmet Gazihan Firat,812975,https://img.a.transfermarkt.technology/portrait/big/812975-1610980767.jpg,Centre-Back,Adiyaman FK,Adıyaman,180,10000,22
,Yusuf Tasan,817658,https://img.a.transfermarkt.technology/portrait/big/817658-1606677080.jpg,Defensive Midfield,Adiyamanspor,Adıyaman,184,,20
66,Samet Tok,817659,https://img.a.transfermarkt.technology/portrait/big/817659-1606779374.png,Defensive Midfield,Kahta 02 Spor,Adıyaman,183,,21
71,Gazi Keser,883934,https://img.a.transfermarkt.technology/portrait/big/883934-1654809058.png,Defensive Midfield,Kahta 02 Spor,Adıyaman,,,21
,Baran Türkan,889286,https://img.a.transfermarkt.technology/portrait/big/889286-1642288109.png,Left Winger,Agri Vefa Spor,Adıyaman,,,19
,Baris Baran Kilinc,889287,https://img.a.transfermarkt.technology/portrait/big/889287-1642287896.png,Central Midfield,Adiyaman FK Youth,Adıyaman,,,18
,Mehmet Tevfik Özelci,934952,https://img.a.transfermarkt.technology/portrait/big/934952-1632669357.jpg,Centre-Back,Firat Üniversitesi GSK,Adıyaman,,,21
,Ömer Celik,293660,https://img.a.transfermarkt.technology/portrait/big/293660-1581014536.png,Central Midfield,,Afyon,,,33
,Baris Cetin,29670,https://img.a.transfermarkt.technology/portrait/big/29670-1461703688.jpg,Centre-Back,Aydin Yildizspor,Afyon,184,,38
,Ali Güncar,92277,https://img.a.transfermarkt.technology/portrait/big/92277-1634985153.jpeg,Centre-Back,,Afyon,,,52
,Mehmet Balban,92869,https://img.a.transfermarkt.technology/portrait/big/92869-1461703975.jpg,Right-Back,Emirdagspor,Afyon,168,,33
26,Muhammed Mustafa Özbay,1051918,https://img.a.transfermarkt.technology/portrait/big/1051918-1661897262.png,Attacking Midfield,Afjet Afyonspor,Afyonkarahisar,,,18
,Ramazan Altintepe,114125,https://img.a.transfermarkt.technology/portrait/big/114125-1463874164.jpg,Right Midfield,,Afyonkarahisar,175,,41
,Sükrü Ayhan,210139,https://img.a.transfermarkt.technology/portrait/big/210139-1465041917.jpg,midfield,,Afyonkarahisar,,,31
,Hayrettin Cengiz,264403,https://img.a.transfermarkt.technology/portrait/big/264403-1504398402.jpg,Left-Back,Tire 2021 FK,Afyonkarahisar,,,28
,Emir Özbay,286567,https://img.a.transfermarkt.technology/portrait/big/286567-1462572624.jpg,Centre-Forward,Mus Belediye Spor,Afyonkarahisar,,,27
,Sedat Yahsi,292801,https://img.a.transfermarkt.technology/portrait/big/292801-1464295103.jpg,Right-Back,Adana 1954 FK,Afyonkarahisar,,,28
,Yilmaz Lüle,356172,https://img.a.transfermarkt.technology/portrait/big/356172-1463954455.jpg,midfield,Anamur Belediyespor,Afyonkarahisar,,,27
,Umut Can Beyazit,388616,https://img.a.transfermarkt.technology/portrait/big/388616-1466360466.jpg,Left Winger,,Afyonkarahisar,,,25
11,Güray Vural,52281,https://img.a.transfermarkt.technology/portrait/big/52281-1636930661.png,Left-Back,Antalyaspor,Afyonkarahisar,177,800000,34
,Burak Evren,584003,https://img.a.transfermarkt.technology/portrait/big/584003-1574025078.jpg,Attacking Midfield,Aliaga FK,Afyonkarahisar,174,,21
,Zeki Sevimgin,606278,https://img.a.transfermarkt.technology/portrait/big/606278-1577657358.jpg,Left Winger,,Afyonkarahisar,,25000,21
,Ibrahim Bayram,612257,https://img.a.transfermarkt.technology/portrait/big/612257-1599912034.jpg,Goalkeeper,,Afyonkarahisar,191,,28
14,Furkan Sahin,612830,https://img.a.transfermarkt.technology/portrait/big/612830-1612366150.jpg,Central Midfield,Afjet Afyonspor,Afyonkarahisar,175,10000,20
,Hasan Kutlu,612831,https://img.a.transfermarkt.technology/portrait/big/612831-1582398936.jpeg,Centre-Back,,Afyonkarahisar,183,25000,22
,Furkan Özen,612832,https://img.a.transfermarkt.technology/portrait/big/612832-1573425057.jpg,Left-Back,,Afyonkarahisar,182,25000,21
,Ertan Öznur,633235,https://img.a.transfermarkt.technology/portrait/big/633235-1624811886.jpeg,Right Winger,,Afyonkarahisar,171,,78
,Emre Dayan,667533,https://img.a.transfermarkt.technology/portrait/big/667533-1640908141.png,Right-Back,Afjet Afyonspor,Afyonkarahisar,,50000,21
17,Oguzhan Eskiköy,668058,https://img.a.transfermarkt.technology/portrait/big/668058-1604239978.jpeg,Central Midfield,Pazarspor,Afyonkarahisar,171,50000,21
,Nihat Bastürk,7047,https://img.a.transfermarkt.technology/portrait/big/7047-1575472946.jpeg,Central Midfield,,Afyonkarahisar,169,,48
,Baris Birlik,843982,https://img.a.transfermarkt.technology/portrait/big/843982-1643573003.png,Right-Back,TKI Tavsanli Linyitspor,Afyonkarahisar,,,20
7,Rüstem Yigit Yikilmaz,931364,https://img.a.transfermarkt.technology/portrait/big/931364-1650924675.jpg,Left Winger,Etimesgut Belediyespor,Afyonkarahisar,177,25000,20
,Hüseyin Iclek,973944,https://img.a.transfermarkt.technology/portrait/big/973944-1661810712.png,Centre-Back,Afjet Afyonspor,Afyonkarahisar,,,19
,Hasan Fidan,41396,https://img.a.transfermarkt.technology/portrait/big/s_41396_1245_2010_1.jpg,Right-Back,Alemannia Essen,Afyonkarahisar,186,,34
18,Kerim Karaoglan,1054925,https://img.a.transfermarkt.technology/portrait/big/1054925-1662161927.jpg,Left-Back,Agri 1970 Spor,Ağrı,185,,17
35,Fatih Alagöz,1059070,https://img.a.transfermarkt.technology/portrait/big/1059070-1662998013.png,Goalkeeper,Agri 1970 Spor,Ağrı,196,,21
,Emrah Bayram,116858,https://img.a.transfermarkt.technology/portrait/big/116858-1594747786.jpg,Right Midfield,,Ağrı,181,,33
,Bilal Kilic,200393,https://img.a.transfermarkt.technology/portrait/big/200393-1464461337.jpg,Centre-Back,Mustafakemalpasaspor Belediye,Ağrı,,,28
,Kemal Senol,245227,https://img.a.transfermarkt.technology/portrait/big/245227-1476548884.jpg,Goalkeeper,,Ağrı,,,27
,Ibrahim Timurboga,256778,https://img.a.transfermarkt.technology/portrait/big/256778-1640453659.png,Left Winger,Dersim Spor,Ağrı,173,,25
,Cetin Turan,291930,https://img.a.transfermarkt.technology/portrait/big/291930-1476125428.jpg,Central Midfield,Bursa Dogugücü Spor,Ağrı,,,26
,Ozan Bulus,292878,https://img.a.transfermarkt.technology/portrait/big/292878-1464277800.jpg,Goalkeeper,,Ağrı,,,29
,Emrah Öztas,294075,https://img.a.transfermarkt.technology/portrait/big/294075-1465579229.jpg,Goalkeeper,,Ağrı,,,28
,Özcan Bozan,294136,https://img.a.transfermarkt.technology/portrait/big/294136-1461005577.jpg,Goalkeeper,Türkoglu Belediyespor,Ağrı,182,,31
,Bayram Dursun,294934,https://img.a.transfermarkt.technology/portrait/big/294934-1471103167.jpg,Centre-Forward,,Ağrı,,,30
,Osman Dogru,337197,https://img.a.transfermarkt.technology/portrait/big/337197-1584888641.jpg,Centre-Forward,Kullar 1975 Spor,Ağrı,181,,27
,Suat Aras,339047,https://img.a.transfermarkt.technology/portrait/big/339047-1528025036.jpg,Defender,,Ağrı,,,28
,Melik Yegin,339090,https://img.a.transfermarkt.technology/portrait/big/339090-1538088557.jpeg,Left Winger,1966 Edremitspor,Ağrı,182,,26
5,Oguzhan Yildirim,340083,https://img.a.transfermarkt.technology/portrait/big/340083-1660862443.jpg,Attacking Midfield,1954 Kelkit Belediyespor,Ağrı,,,34
,Ibrahim Kilic,341552,https://img.a.transfermarkt.technology/portrait/big/341552-1484252017.jpeg,Left Winger,,Ağrı,,,25
,Önder Karaboga,341995,https://img.a.transfermarkt.technology/portrait/big/341995-1478103385.jpg,Defensive Midfield,Bigadic Belediye Spor,Ağrı,,,32
8,Harun Atalay,373260,https://img.a.transfermarkt.technology/portrait/big/373260-1538225968.png,Central Midfield,Fatsa Belediyespor,Ağrı,180,,26
,Hakan Sarigül,379562,https://img.a.transfermarkt.technology/portrait/big/379562-1462629412.jpg,Defensive Midfield,Beyköy Belediyespor,Ağrı,,,31
,Taner Kahriman,389332,https://img.a.transfermarkt.technology/portrait/big/389332-1582147625.jpg,Right-Back,,Ağrı,175,,25
,Emrah Turan,396689,https://img.a.transfermarkt.technology/portrait/big/396689-1633196456.jpg,Right Winger,Dogubayazit Futbol Spor Kulübü,Ağrı,182,,29
,Murat Koduz,396693,https://img.a.transfermarkt.technology/portrait/big/396693-1468932073.jpg,midfield,,Ağrı,,,34
,Erman Sari,58907,https://img.a.transfermarkt.technology/portrait/big/58907-1464472856.jpg,Goalkeeper,Alibeyköyspor,Ağrı,186,,36
